cpu percent, memory percent
0.0,1.83620452881
0.0,1.83620452881
0.2,1.83620452881
0.3,1.83620452881
0.5,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81355476379
0.1,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81350708008
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81350708008
0.0,1.81350708008
0.1,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81355476379
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.1,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81345939636
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
0.0,1.81341171265
